StationTime,Attractiveness,Closeness Centrality,Degree Centerality,Betweenness Centrality
21785,1.57139185,282.5971356,2,150
21786,1.57139185,282.4888003,2,150
21787,8.38685399,240.2786603,2,288
21788,3.54076448,315.5807195,2,288
21789,6.73653881,328.5162549,2,288
21790,1.94943404,300.8681843,2,288
21791,3.57022631,287.9657514,3,329
21792,8.38685399,240.2485672,2,288
21799,36.24206566,228.1029767,17,1041
21800,98.92505602,227.6726448,14,972
21801,88.97705904,228.4956921,16,987
21802,11.31171319,570.711848,1,70
21804,4.39781027,566.4476504,1,70
21805,4.39781027,566.6507791,1,70
21806,11.31171319,570.7133527,1,70
21807,11.70440628,501.8768042,2,290
21814,1.05055723,303.3809613,1,64
21817,83.24058146,227.9314458,14,1671
21819,2.31797555,569.4750201,2,524
21820,6.50509412,521.6314446,5,553
21821,9.06505467,245.1191415,2,294
21823,7.22717724,334.2610349,2,243
21824,7.22717724,334.6206479,2,144
21825,6.69315706,276.4987612,3,342
21826,10.91901159,601.0171426,1,210
21827,3.59050737,603.3448469,1,210
21828,12.62029741,614.4672707,4,353
21831,3.76972427,276.8553649,1,132
21832,3.76972427,276.4069771,1,132
21833,1.39866149,370.8843838,2,57
21834,1.39866149,370.9084583,2,57
21835,1.49253569,368.138385,1,35
21836,1.49253569,368.0315543,1,35
21837,1.08347405,366.234994,2,49
21838,1.08347405,366.1281634,2,49
21854,3.33392017,691.0859047,1,33
21855,3.33392017,690.9760647,1,33
21856,5.16270888,229.2991789,2,286
21857,10.11552909,228.8267166,2,237
21858,6.73653881,328.4876664,2,288
21859,20.82815273,240.1101387,2,202
21860,11.23378101,243.6069614,1,132
21861,11.23378101,243.6641383,1,132
21866,1.85018289,571.5243628,1,210
21867,13.35300476,518.384395,3,560
21868,13.35300476,518.1451546,3,560
21869,4.65633898,586.3076168,2,292
21873,2.29112897,344.3061244,1,45
21874,6.36022824,458.1319141,1,17
21879,7.89395507,281.968189,4,480
21880,7.89395507,282.3609045,4,480
21881,14.77672376,252.129338,1,188
21885,8.03008578,485.5693327,2,664
21888,16.29484974,311.0261231,2,117
21889,15.35771409,314.7230651,1,70
21890,15.86835464,311.6400231,1,70
21891,13.17630389,305.6259094,2,88
21892,15.86835464,312.2599417,1,70
21894,15.53459212,248.134474,2,189
21895,29.10242112,680.4961294,4,253
21898,3.18505678,587.1667759,1,50
21899,4.76158958,524.8604383,4,676
21900,30.309135,605.5521785,7,1031
21910,25.53803277,609.6719291,4,964
21913,34.21661999,226.2567626,1,112
21914,23.72140823,225.1779236,4,237
21915,23.72140823,225.2531565,4,237
21916,30.52291195,226.3921818,1,112
21920,7.93486427,308.110098,3,721
21921,3.07057634,344.7439795,1,112
21922,1.44403623,626.5632075,1,62
21926,14.77672376,252.3580459,1,188
21929,127.8047318,227.9299411,21,3464
21930,4.35133579,275.6411067,3,371
21931,8.5973839,267.1488232,1,98
21932,5.839804,304.2566717,2,462
21934,31.20695189,225.746684,1,112
21935,3.33692062,347.342522,2,144
21936,8.5973839,267.0886369,1,98
21937,1.55922477,388.4467392,1,46
21938,1.55922477,388.4316926,1,46
21940,18.35325934,255.4726857,2,210
21941,6.3414241,224.0238518,2,218
21942,2.16490364,304.4116513,1,132
21943,2.16490364,304.2611856,1,132
21950,11.08285939,517.7554485,4,794
21951,4.26792767,304.355979,2,462
21952,3.96113125,304.5425565,2,462
21954,2.32496747,322.7985586,1,47
21955,2.02893035,323.0739108,1,47
21956,2.02893035,321.1028103,1,47
21957,2.33025197,316.0742469,3,191
21958,5.22011062,318.1506735,4,251
21959,34.21661999,225.7105722,1,112
21960,12.96775569,601.5558098,1,628
21961,10.35238638,600.7327625,1,628
21962,19.02129686,601.8131061,1,628
21963,13.15864977,602.7369655,2,733
21964,13.75873968,602.2690172,1,628
21977,0.72588837,535.1071518,1,3
21978,0.59514255,484.7131829,1,3
21980,7.17788039,524.3699202,1,50
22003,5.81245596,611.3225378,1,210
22007,5.12767607,802.9932569,2,492
22008,5.12767607,803.2054135,2,492
22010,1.64269591,366.6292141,1,114
22011,1.64269591,366.7781751,1,114
22012,2.10137954,363.6861052,1,114
22014,2.10137954,359.3526934,1,114
22015,2.10137954,359.2413487,1,114
22016,8.52673116,356.5991712,1,114
22017,8.52673116,356.7195438,1,114
22018,15.54584287,349.9199992,1,114
22019,15.54584287,349.9470831,1,114
22020,15.54584287,346.9407786,1,114
22021,15.54584287,346.9227227,1,114
22022,16.13960296,344.3181616,1,114
22023,16.13960296,344.1992937,1,114
22024,9.73064714,341.3118571,1,114
22025,9.73064714,341.4216971,1,114
22026,6.27077222,335.9296994,1,114
22027,6.27077222,336.0500719,1,114
22028,6.27077222,334.1978393,1,114
22030,3.49492596,335.0705403,1,112
22033,1.08349653,331.7437439,1,112
22034,1.08349653,331.734716,1,112
22035,1.08349653,328.0498112,1,112
22036,1.08349653,327.8045521,1,112
22037,3.72310756,312.6391152,4,234
22038,4.70582654,312.4961728,4,234
22039,4.70582654,312.3577444,4,234
22040,3.23090105,297.2239053,1,122
22041,3.23090105,297.0869815,1,122
22042,5.61421299,298.1026249,1,122
22043,5.61421299,298.6187223,1,122
22044,5.61421299,296.0999266,1,122
22045,4.86164644,297.1652237,1,122
22046,4.86164644,297.0358232,1,122
22053,3.16321306,293.9136601,1,122
22054,3.16321306,293.8053248,1,122
22055,3.16321306,291.98469,1,122
22056,3.16321306,291.7845706,1,122
22057,2.32016002,289.6434439,1,122
22058,2.32016002,289.5486505,1,122
22059,4.00775832,285.5914028,1,122
22060,4.00775832,285.4725349,1,122
22061,4.00775832,284.5652268,1,122
22070,3.06606069,281.8839282,6,913
22071,3.06606069,281.7409858,6,913
22073,4.44133232,284.5877967,4,590
22074,4.44133232,284.5923106,4,590
22075,4.44133232,286.5724391,4,590
22076,4.44133232,286.7078582,4,590
22077,5.04534764,291.054812,1,112
22078,5.04534764,291.0412701,1,112
22079,5.04534764,291.7108424,1,112
22080,5.04534764,291.8041312,1,112
22081,5.04534764,292.9717449,1,112
22082,5.04534764,293.0138753,1,112
22083,4.19252453,294.3801038,1,112
22084,4.19252453,294.4237388,1,112
22086,2.12268922,311.5768275,1,200
22087,2.12268922,310.8891993,1,200
22088,2.12268922,310.9599181,1,200
22089,1.20463646,310.3294669,1,200
22090,0.94523579,312.271979,1,200
22091,1.37816923,315.7793342,1,200
22092,1.37816923,315.5265518,1,200
22093,1.96689594,319.2099519,1,200
22094,1.60894727,321.051652,1,200
22095,1.6229018,323.3733376,1,200
22096,1.81110267,322.6014486,1,200
22097,1.4416657,325.0254508,1,200
22098,1.4416657,324.993853,1,200
22099,7.29146342,327.2147266,1,200
22100,1.59481435,329.2008737,1,200
22101,1.59481435,329.0097823,1,200
22102,7.29146342,327.1169239,1,200
22103,14.50266758,315.3113859,3,571
22104,13.35072788,315.4919447,2,514
22105,14.50266758,315.3309464,3,571
22106,16.72336011,315.1714528,2,257
22107,5.61421299,296.3662509,1,122
22108,4.52108613,273.4728962,3,371
22109,3.91599381,338.7855382,1,112
22110,3.91599381,338.7283612,1,112
22121,2.96359324,301.5678498,3,474
22122,2.17987507,302.3472621,3,474
22123,7.40149298,287.1096016,3,474
22125,0.86955426,334.8809535,1,112
22131,16.55845318,234.4436008,2,194
22133,20.43173554,578.4713637,2,198
22134,9.78991441,608.4170453,1,70
22137,7.63805848,255.0227932,1,108
22138,13.51596699,287.1803205,1,82
22139,16.93403057,285.3326018,2,131
22140,16.93403057,283.8911405,2,131
22141,13.51596699,287.6106524,1,82
22142,9.05263679,536.5155107,1,210
22143,1.8941785,537.3671465,1,50
22145,30.309135,607.2524408,6,721
22149,10.63266714,245.4441474,5,414
22150,13.26946463,304.8931415,3,85
22151,7.63805848,254.2027552,1,108
22152,13.78071619,294.8510614,2,181
22153,3.37001203,299.0385215,2,148
22158,13.15864977,602.8889358,2,733
22159,2.32016002,286.3918803,1,122
22160,2.32016002,286.9576313,1,122
22161,10.27638856,314.5048898,2,212
22162,6.27077222,333.523753,1,114
22163,8.79803363,307.2358923,1,114
22164,1.96689594,318.3703534,1,200
22165,1.96689594,318.1672247,1,200
22166,18.75820021,254.2478949,8,605
22167,0.42981825,864.5623126,2,492
22168,0.42981825,864.3968003,2,492
22169,8.52673116,353.8486584,1,114
22170,8.52673116,353.7177533,1,114
22171,2.85358672,281.6868182,6,918
22172,2.85358672,281.6386691,6,918
22182,1.17307531,309.7652206,3,191
22183,1.17307531,309.8630233,3,191
22184,10.55533588,324.1241614,3,139
22187,35.92468279,232.7583851,9,595
22188,35.13885976,232.8697297,9,595
22191,3.59223706,561.5123757,3,177
22193,3.18568343,572.8529748,1,29
22194,3.18568343,575.5508246,1,29
22195,3.59223706,575.6907577,1,29
22196,4.01155524,559.1967088,3,206
22197,3.50613623,562.6228125,3,177
22198,3.18568343,568.3976857,1,58
22199,0.96513189,536.6780136,1,29
22200,4.01155524,555.0905001,3,206
22201,1.68049618,544.1531491,2,165
22204,10.58258975,360.1757407,2,93
22205,15.09412282,360.2720387,2,93
22206,9.40799223,354.7950876,1,46
22207,6.10878811,350.0072693,1,46
22208,4.49513046,342.9459145,1,46
22209,4.30022804,342.6389645,1,46
22216,6.85141376,1007.154133,2,68
22222,4.30022804,342.7036648,1,46
22223,4.30022804,342.8571398,1,46
22224,4.49513046,343.4424513,1,46
22225,6.10878811,350.1712769,1,46
22226,9.40799223,354.8342087,1,46
22227,3.54878258,366.03337,1,46
22228,0.63411942,379.1991179,1,23
22230,6.01908685,224.09758,2,218
22231,1.62766601,312.363763,3,288
22232,1.62745067,306.2217536,2,194
22233,16.6409331,599.9744154,2,88
22234,11.14102546,596.8507477,2,88
22237,5.4277909,301.1209667,1,122
22238,5.4277909,300.9780243,1,122
22239,2.09777933,297.8799357,1,122
22240,2.09777933,297.8663938,1,122
22241,2.09777933,300.6334578,1,122
22242,2.09777933,300.6876255,1,122
22243,4.86164644,297.9581779,1,122
22244,1.96073659,316.3616364,1,200
22245,2.12268922,313.7179542,1,200
22246,2.12268922,313.7164496,1,200
22247,1.96073659,316.3631411,1,200
22248,7.55540086,317.0447506,1,200
22249,9.67232232,316.688147,2,462
22250,3.16321306,295.9991146,1,122
22251,2.09777933,296.1601129,1,122
22256,1.71962615,265.4937006,4,261
22257,1.71962615,265.5719428,4,261
22258,1.71962615,265.5854847,4,261
22259,1.71962615,265.5222891,4,261
22263,12.75722215,287.612157,2,90
22264,16.93403057,286.8793891,2,131
22265,16.93403057,284.7788881,2,180
22267,4.30994776,368.8470784,3,118
22268,5.34977541,372.1046606,1,70
22269,3.46284476,377.4537159,1,70
22270,2.80091835,381.6908297,1,70
22271,3.64876068,382.5289236,1,70
22272,3.64876068,383.9071893,1,70
22273,2.39547903,384.6655364,2,103
22274,2.51371438,385.8361594,2,136
22275,3.78267578,387.2565556,2,136
22277,6.66102723,390.0672546,4,177
22278,8.49821294,388.3760203,3,72
22279,8.49821294,381.8051836,3,144
22280,5.5966587,379.176548,3,144
22282,4.52108613,275.197233,3,321
22283,6.3414241,224.0328797,2,218
22286,18.50768593,254.1576155,10,588
22287,15.01548813,254.1199991,10,588
22288,15.01548813,254.0628221,10,588
22289,18.50768593,254.2223158,10,588
22290,18.50768593,254.2900253,10,588
22291,18.50768593,254.2719695,10,588
22292,18.50768593,254.3472023,10,588
22293,18.50768593,254.4149119,10,654
22294,18.50768593,254.4660702,10,654
22297,3.50338855,448.3832421,2,341
22298,1.91632589,745.3242719,1,114
22299,2.56935352,363.6274236,1,70
22300,2.56935352,363.4573974,1,70
22301,1.62766601,311.7724329,3,191
22302,13.96574615,225.8775891,2,205
22303,17.5415413,496.3547134,2,664
22304,7.66825983,699.5887208,1,114
22306,157.7843399,226.2582673,27,3316
22310,1.30509026,623.350765,1,62
22312,1.30509026,622.6872113,1,62
22313,2.30810334,609.0113848,1,62
22320,9.54807188,591.9846873,2,94
22321,9.34565071,584.5908033,1,70
22322,8.20756562,579.5456887,1,70
22323,7.02661569,573.9724395,2,88
22324,7.02661569,573.7091246,2,88
22325,8.34692184,580.7885353,1,70
22329,6.35159975,319.0549723,5,188
22330,28.35116586,226.101783,1,112
22331,34.21661999,225.9016636,1,112
22332,8.51892086,329.1436968,1,628
22333,15.01548813,253.7618908,10,588
22334,22.90178771,234.4195263,2,194
22335,5.77446123,260.707387,4,561
22336,6.5433157,259.0582831,4,561
22337,8.94458338,256.1512859,3,516
22338,15.01548813,252.9117596,10,846
22339,17.57237567,253.5753133,9,818
22340,9.98374473,256.9773426,3,516
22341,6.5433157,259.8211441,4,561
22342,5.77446123,261.8614589,4,467
22348,3.97269073,372.1693608,3,166
22351,2.30810334,609.0264313,1,62
22352,14.15704802,241.8043824,2,194
22367,1.30562474,717.0051244,1,48
22368,1.30562474,716.9840592,1,48
22369,4.9674008,320.5581245,1,130
22370,4.9674008,318.9797394,1,130
22371,4.9674008,317.6797159,1,130
22372,4.9674008,316.4173087,1,130
22373,4.9674008,315.0179778,1,130
22374,6.2641675,313.9150643,1,130
22375,7.2727791,311.3330731,2,115
22377,11.06369039,285.6440658,1,16
22378,12.02130934,285.1023893,3,219
22379,12.02130934,287.6588014,3,219
22383,9.54807188,591.3045824,1,70
22384,9.34565071,584.6735594,1,70
22388,7.16329053,604.3905834,4,147
22397,2.24222733,528.8327325,1,50
22398,19.96812482,610.725189,2,838
22419,5.3085952,370.1185135,3,133
22420,4.30994776,368.5837634,3,133
22421,1.00405444,531.8375324,1,262
22430,2.58749319,478.2431583,1,19
22431,0.84287003,457.4503046,2,76
22432,0.55554094,451.9522883,1,38
22433,0.95235258,440.6658569,1,38
22434,1.94390682,446.0615565,1,19
22435,3.36191591,452.0139792,2,57
22444,11.06369039,289.5095294,1,16
22445,12.02130934,285.9871276,3,219
22446,11.06369039,286.3572732,1,16
22447,8.56626574,283.7813006,1,16
22448,8.56626574,281.4626243,1,16
22449,12.02130934,279.7412968,3,219
22450,0.18042149,508.2144191,1,42
22451,0.18042149,514.5580525,1,42
22452,0.18042149,513.5514371,1,42
22455,15.54253869,247.463397,2,173
22479,1.67407538,271.4777211,1,144
22480,0.69218243,404.1222547,1,524
22481,0.69218243,405.4523714,1,524
22482,8.26886999,690.1078777,2,90
22483,8.26886999,690.2478108,2,90
22484,2.36144017,599.015949,1,62
22487,1.39940862,402.8282498,1,44
22488,1.39940862,406.651583,1,44
22489,1.39940862,409.0424828,1,44
22490,0.94268199,419.8037889,2,77
22491,0.79043977,421.5943307,1,44
22492,0.80788408,416.2708545,1,44
22493,3.15431579,413.6617795,1,44
22495,2.86188177,379.0636987,2,79
22496,2.68369889,405.783396,1,44
22497,4.51002774,380.6947468,3,72
22498,2.61253342,346.4261859,2,144
22499,0.72585396,388.5656071,2,1152
22500,4.3318837,633.7991025,1,62
22501,13.89918175,606.9409769,2,838
22502,24.30681814,235.9964068,1,140
22503,4.46754824,233.1947356,1,108
22504,4.46754824,233.1556145,1,108
22508,12.07995952,321.5572167,2,724
22510,27.38666771,229.0479012,4,428
22515,5.43009108,252.1353567,3,344
22516,4.76826107,250.2996752,1,124
22517,4.41815052,248.1615578,1,124
22518,4.41815052,248.2397999,1,124
22519,4.76826107,249.8242037,1,124
22520,4.76826107,250.7209792,1,124
22521,5.43009108,252.3038782,3,344
22524,17.83621707,673.4422978,2,138
22527,71.87030377,640.3247995,5,687
22530,1.17677165,384.8220207,1,46
22531,1.17677165,384.8039648,1,46
22535,2.68369889,408.8980357,1,44
22536,3.97269073,371.3508275,3,133
22537,3.97269073,371.1371662,3,133
22538,2.30184124,466.4526668,2,290
22539,2.30184124,466.8920266,2,290
22540,4.76826107,249.2193316,1,124
22542,12.09138676,235.3704695,2,108
22543,5.08028539,237.2843931,2,189
22544,3.60902017,302.6120817,1,108
22546,2.66679692,280.9359944,6,974
22547,2.66679692,280.683212,6,974
22548,9.68946138,296.6385938,2,728
22549,5.04926847,347.9458894,1,628
22550,2.24222733,529.321746,1,50
22551,2.24222733,530.6338069,1,50
22552,2.00231763,532.5056,1,50
22553,2.00231763,532.4950674,1,50
22554,1.23393275,511.0853044,1,262
22556,60.27006337,641.7662608,3,483
22557,11.76607046,606.6475688,2,838
22559,56.12686798,641.1027071,5,541
22560,19.96812482,611.1991559,2,838
22563,2.18623957,238.2744573,1,104
22567,7.22717724,337.4027585,2,144
22570,12.75722215,287.1743019,2,131
22571,15.58233439,254.953579,1,112
22572,15.58233439,254.9505697,1,112
22574,11.22019715,258.7182306,1,112
22575,0.80813786,463.1815427,1,524
22576,0.80813786,463.0822353,1,524
22578,17.50028492,612.5473285,5,539
22587,14.52904126,619.1512676,3,810
22589,5.22011062,314.5620668,4,251
22590,3.03529392,313.2695665,4,251
22591,3.03529392,313.7555707,4,251
22592,5.07939438,316.3661504,1,14
22593,3.46736046,318.5764914,1,14
22594,2.78683528,321.4729559,1,14
22595,2.78683528,320.5084708,1,14
22599,14.52904126,619.4296291,3,810
22602,3.92814231,750.7786532,1,114
22603,4.77957124,581.7560297,2,146
22605,8.3527533,411.3370846,2,1152
22606,6.03198513,576.5514215,2,146
22614,5.77446123,261.3694361,4,348
22615,5.77446123,261.0278789,4,348
22616,11.50430493,495.7934763,2,290
22617,2.0320963,439.2213862,1,524
22618,0.78326421,446.905669,1,524
22619,2.0320963,439.2890958,1,524
22620,0.05322106,372.0294277,4,163
22621,0.06334199,364.8176072,1,92
22622,0.05322106,365.3728256,1,92
22623,4.0354867,356.9452423,1,92
22624,2.7148121,357.4252279,1,92
22625,3.44939291,338.194208,2,146
22626,3.44939291,338.759959,2,146
22627,9.33541717,315.2075646,4,231
22628,11.30499489,315.6664849,4,231
22629,4.72296688,307.0372776,2,120
22630,4.72296688,307.4555722,2,120
22631,12.1928565,297.1592051,3,218
22632,12.1928565,297.5097901,3,218
22633,3.24260448,292.3232378,2,142
22634,6.99795675,292.699402,2,142
22635,6.45663286,284.274828,3,166
22636,4.66445572,284.4433496,3,166
22639,0.05322106,372.3273498,4,163
22640,5.36618528,274.2282339,2,175
22643,3.71723389,493.2355596,1,54
22644,9.07008724,404.3780464,1,262
22645,14.65401875,233.8883824,1,64
22646,14.65401875,233.74544,1,64
22647,15.07107203,240.8985789,2,145
22648,15.07107203,241.249164,2,145
22649,15.70997029,245.9843193,1,64
22650,13.26609139,246.1889526,1,64
22651,15.01548813,253.3405868,10,620
22652,15.01548813,253.7348069,10,620
22653,5.80311206,488.1257448,2,290
22654,5.80311206,487.9782884,2,290
22658,10.25551111,688.7837796,5,252
22673,10.20035691,260.4079603,2,474
22674,6.63152628,472.0514951,1,628
22675,25.00647468,636.3720658,1,524
22676,1.22434611,704.4186694,1,48
22677,8.50709306,695.864695,3,290
22679,2.60526697,573.3660628,1,50
22680,2.60526697,574.2146893,1,50
22681,10.67681487,518.6778031,3,549
22682,10.25551111,688.8033401,5,252
22684,56.12686798,641.3554895,5,495
22686,4.87408325,458.3215009,2,682
22687,5.89742535,456.6919575,3,691
22688,7.06355165,591.0202022,1,62
22689,14.34464562,658.0120413,5,1404
22691,13.28955075,655.1802771,4,1299
22703,3.87010089,480.4219015,2,290
22712,4.87408325,460.0669029,2,368
22716,11.31746068,260.4591186,1,98
22717,11.31746068,259.9896657,1,98
22718,10.59840303,259.6044735,1,98
22719,10.59840303,259.5307453,2,192
22720,15.83574897,256.4777965,2,192
22721,15.83574897,256.0835764,2,192
22722,14.29690723,252.1127868,1,98
22723,14.29690723,252.133852,1,98
22724,14.29690723,250.7285025,1,98
22725,14.29690723,250.6592882,1,98
22745,2.50229953,368.8922181,1,70
22746,2.50229953,363.5040417,1,70
22747,3.97269073,371.6036098,3,118
22748,2.69510446,373.3986655,1,70
22749,5.5966587,375.17717,1,70
22751,2.69510446,373.0315292,1,70
22752,6.41316384,295.6379969,1,108
22753,5.00630062,294.7231655,2,164
22754,3.37001203,303.0258623,2,148
22755,1.98370884,304.7005454,2,155
22756,30.85408952,223.8192185,5,307
22757,30.85408952,223.8147045,5,307
22758,25.41872627,224.8754876,4,237
22759,25.41872627,224.8243293,4,237
22760,26.08433276,224.9823182,4,237
22761,24.92267468,224.8980575,4,237
22762,13.62898895,258.1148632,1,56
22763,14.07695559,259.9219561,1,56
22764,9.3158911,262.6980481,2,118
22765,3.03883114,266.0143119,1,56
22766,9.3158911,265.5057379,2,118
22767,3.03883114,267.5821644,1,56
22768,3.40146473,268.4006977,1,56
22769,2.94856179,270.7028228,2,112
22770,2.94856179,270.4711056,2,112
22775,13.62898895,258.4338504,1,56
22776,14.07695559,260.0859637,1,56
22777,9.3158911,262.5731616,2,118
22778,2.91903952,403.1923768,1,44
22779,2.91903952,404.1222547,1,44
22780,1.51054739,396.7389033,1,44
22781,0.44784694,387.1482203,2,36
22782,0.31630498,383.0179371,2,58
22785,0.77403531,374.4293555,1,44
22786,1.39866149,372.6869628,2,79
22787,2.07362495,373.8289974,1,44
22790,3.78267578,387.2746114,2,136
22791,2.51371438,385.9821112,2,136
22792,3.64876068,384.0245525,1,70
22793,2.80091835,382.2294969,1,70
22794,2.80871659,380.5803929,1,70
22795,3.46284476,377.2430639,1,70
22796,4.24871511,372.4266572,1,70
22797,5.3085952,370.2719885,3,133
22802,1.6199749,361.8263493,1,70
22803,3.05267111,365.2419205,2,63
22804,3.05267111,365.3457418,2,63
22805,1.6199749,361.6894255,1,70
22806,2.50229953,363.7839079,1,70
22807,2.69510446,370.5262755,1,70
22808,2.69510446,370.5834524,1,70
22809,10.34861402,332.6766312,3,108
22810,12.64599428,341.1042145,1,30
22812,3.80246027,344.7469888,1,90
22817,2.30309685,361.2199726,1,28
22820,2.30309685,361.0183485,1,28
22824,4.80036012,346.2997947,2,123
22827,12.64599428,340.5128843,1,30
22828,10.34861402,332.1454873,3,108
22831,1.56878749,334.7846555,1,108
22832,7.19154131,307.342723,3,254
22833,3.09793122,293.4005721,2,104
22834,3.09793122,292.8438491,2,104
22835,0.53376389,374.2171989,1,44
22836,1.69746201,396.7027916,1,22
22840,12.1928565,297.1005234,3,172
22842,4.72296688,307.0402869,2,74
22847,3.44939291,337.4960472,2,154
22848,0.19518929,370.5202569,3,71
22849,0.19518929,370.5714152,4,117
22850,5.43009108,253.3165123,3,492
22853,5.61296261,315.0164731,4,185
22854,5.61296261,314.9021192,4,185
22855,6.45663286,284.4614055,3,120
22859,1.01276415,365.2765276,2,49
22861,37.52351128,227.3807413,8,360
22863,5.94505817,659.0382173,1,6
22864,0.95068779,762.4909025,1,6
22865,0.73517973,765.0969682,1,6
22866,1.16205764,757.6985703,1,6
22868,5.12014483,658.3836916,1,6
22869,2.18954736,755.3889219,2,83
22874,4.28255835,754.7554614,2,23
22875,9.09923029,272.9613128,1,98
22876,9.09923029,272.9583035,1,98
22877,0.53942996,415.1543991,1,17
22878,0.19733649,435.5951631,1,17
22880,0.43735639,481.6045618,1,17
22883,0.05548976,438.6887377,1,17
22884,2.23236319,469.5417274,1,34
22885,2.77599528,469.0677605,1,34
22886,5.77190494,302.8392849,1,56
22887,5.77190494,302.8498175,1,56
22889,15.07107203,240.9346907,2,194
22890,4.17824591,263.4940116,1,108
22891,4.17824591,266.2941781,1,108
22892,4.17824591,266.3874668,1,108
22893,3.23595426,289.1905421,2,170
22894,2.62243102,292.4421057,1,108
22895,2.62243102,292.7896814,1,108
22896,4.9674008,320.5144895,1,130
22897,4.9674008,318.9030019,1,130
22898,4.9674008,316.2984408,1,130
22899,6.2641675,313.9737459,1,130
22900,7.12585403,306.4594894,3,204
22901,8.14483264,304.0174312,3,204
22902,9.27707971,300.2166679,3,204
22903,9.40930846,298.6081897,3,204
22904,5.61296261,312.2749883,3,195
22905,6.90213064,310.1519174,1,112
22906,8.46557795,307.7715502,1,112
22907,6.70601604,305.430304,2,162
22908,6.70601604,304.0114126,2,162
22910,7.21221701,270.5117314,1,108
22911,7.21221701,269.6360211,1,108
22912,7.73256194,272.925201,1,108
22913,7.73256194,273.0681434,1,108
22916,59.72465827,240.0725223,8,817
22917,4.28569181,486.3126332,1,54
22918,31.95397269,646.5330139,10,838
22920,1.80518288,290.0797944,3,222
22921,12.34589796,288.7887987,4,294
22922,1.80518288,289.9744684,3,222
22923,29.57261658,235.4968607,11,1589
22924,29.57261658,235.4171138,11,958
22925,43.12488647,236.5185227,7,660
22926,0.19119047,436.17897,1,17
22927,0.26748864,437.1900994,1,17
22931,10.78862147,247.4694156,2,271
22932,99.5496826,226.8059624,10,794
22934,3.31874921,336.9769406,1,23
22935,4.30022804,341.6338537,1,23
22937,3.76433395,329.9953326,1,23
22938,3.76729152,335.0419518,1,23
22939,3.76729152,336.6444114,1,23
22940,3.31874921,336.1749585,1,23
22941,3.31874921,336.808419,1,23
22942,3.76729152,336.2110702,1,23
22943,3.76729152,334.4656682,1,23
22944,8.31159688,247.9042615,4,284
22945,8.31159688,248.4474426,4,284
22946,26.71092813,235.3012553,9,518
22947,26.71092813,235.289218,9,518
22948,41.76655005,236.4763923,9,635
22949,41.76655005,236.4914389,9,706
22951,1.83832359,237.3235141,1,104
22952,13.04270604,251.6538665,1,132
22953,13.04270604,251.410112,1,132
22954,13.04270604,251.6794456,1,132
22955,13.04270604,251.7275946,1,132
22956,16.93403057,284.7382624,2,139
22960,57.9340443,664.2097231,3,188
22961,61.32853099,664.4790567,3,188
22962,62.96960256,663.9358756,3,188
22963,40.18885954,665.2404131,1,50
22964,40.18885954,665.3893741,1,50
22966,2.12379447,961.2575836,1,12
22968,2.12379447,961.5043473,1,12
22969,1.40260402,961.7255319,1,12
22970,1.02718831,962.009912,1,12
22971,9.95737683,289.1995701,4,294
22980,8.04816216,260.9210483,3,546
22982,2.00231763,534.6542501,1,50
22983,2.31797555,567.221044,2,733
22984,1.42425331,403.9717891,1,524
22985,2.98468316,470.9666375,2,290
22986,2.98468316,471.6362098,2,290
22988,20.78676615,660.3939132,2,185
22989,8.14483264,304.0505337,3,254
22991,3.37001203,299.431237,1,108
22992,3.37001203,299.1739407,1,108
22995,11.23273374,236.6915582,2,179
22996,11.23273374,236.1634237,2,179
22997,2.51618263,274.8466479,2,168
22998,1.89337539,280.8020799,1,112
22999,1.62745067,302.9325736,2,153
23003,28.8007983,224.457193,4,237
23004,28.8007983,224.4060347,4,237
23005,22.91367039,267.0118994,1,112
23006,5.68703814,294.5441114,1,70
23008,29.57261658,235.4216278,11,1754
23009,7.2727791,309.1046762,3,254
23010,2.02654633,298.5374708,1,96
23011,2.02654633,297.7174328,1,96
23016,11.46329789,253.1705606,2,160
23017,11.46329789,253.2819052,2,160
23018,4.71311658,580.8080958,2,292
23019,0.05322106,372.4567503,4,117
23020,2.37254773,720.5816939,2,492
23026,5.39895733,338.1656195,1,15
23027,1.39940862,413.2931385,1,44
23028,1.23651004,417.0878832,2,77
23029,0.94268199,420.2085417,2,77
23031,16.26951276,349.7890941,1,30
23033,16.26951276,348.0737852,1,30
23034,3.24169781,366.2620778,2,63
23035,3.24169781,366.4110389,2,63
23036,2.86188177,378.9914752,1,44
23037,8.37852829,587.7776666,1,70
23038,8.37852829,587.8393575,1,70
23039,64.58412306,230.5360069,10,636
23040,62.11116608,230.3057944,11,683
23041,13.57368621,233.2744824,5,375
23042,12.71718863,233.5648812,5,375
23043,12.16413523,236.5049808,4,321
23044,10.94182012,236.8345006,3,267
23045,15.65722692,240.3132674,4,348
23046,13.90425279,240.6743851,4,348
23047,21.09254991,245.6186876,5,359
23048,21.09254991,246.0144124,5,359
23049,3.01097786,267.439222,4,283
23050,3.01097786,267.5942016,4,283
23051,4.9888906,289.5832576,2,64
23052,6.47358839,260.3823811,3,618
23054,1.02622169,496.6375889,1,524
23055,12.10732213,516.3395663,2,155
23057,9.3158911,263.6188981,2,118
23058,9.3158911,264.7609327,2,118
23060,8.90426583,244.2344033,1,186
23061,8.93495191,321.2231829,3,204
